Sonntag, 9. November 2025, 22:34;;;;;;;;
Ausgefüllte Feedbacks: 35;;;;;;;;
Fragen: 46;;;;;;;;
;;;;;;;;
Bezeichner;Frage;Antworten;;;;;;
;Diese Berufliche Handlungssituation gefällt mir generell gut.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;4;24;6;1;0;0;2,114285714
;Die Lernatmosphäre ist angenehm.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;11;17;5;2;0;0;1,942857143
;Das Lernen macht mir Spaß.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;9;17;6;3;0;0;2,085714286
;Ich finde die Bearbeitung für meinen Beruf nützlich.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;14;15;6;0;0;0;1,771428571
;Zeit in die Bearbeitung zu investieren ist sinnvoll.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;11;20;4;0;0;0;1,8
;Ich kann die Bearbeitungsinhalte in meinem Beruf anwenden.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;12;15;8;0;0;0;1,885714286
;Ich ziehe persönlichen Nutzen aus der Bearbeitung.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;9;21;3;2;0;0;1,942857143
