Sonntag, 9. November 2025, 22:51;;;;;;;;
Ausgefüllte Feedbacks: 32;;;;;;;;
Fragen: 46;;;;;;;;
;;;;;;;;
Bezeichner;Frage;Antworten;;;;;;
;Diese Berufliche Handlungssituation gefällt mir generell gut.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;5;18;6;2;1;0;2,25
;Die Lernatmosphäre ist angenehm.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;7;16;7;1;1;0;2,15625
;Das Lernen macht mir Spaß.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;3;18;8;2;1;0;2,375
;Ich finde die Bearbeitung für meinen Beruf nützlich.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;14;13;4;0;0;1;1,8125
;Zeit in die Bearbeitung zu investieren ist sinnvoll.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;8;20;2;1;0;1;2
;Ich kann die Bearbeitungsinhalte in meinem Beruf anwenden.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;15;13;3;0;1;0;1,71875
;Ich ziehe persönlichen Nutzen aus der Bearbeitung.;trifft voll und ganz zu (1);trifft überwiegend zu (2);trifft gerade noch zu (3);trifft eher nicht zu (4);trifft überwiegend nicht zu (5);trifft überhaupt nicht zu (6);Mittelwert
;;11;12;6;1;1;1;2,125
